12b,T°C,RT/R25,R2,U2,R1
3119,0.45242130456970997,3.1899748702309934,31899.74870230993,3.8072212785140427,10000.0
3120,0.4259315401085115,3.194314707988338,31943.147079883376,3.8084438880362215,10000.0
3121,0.39942636896547956,3.1986637213919624,31986.637213919625,3.809666456084935,10000.0
3122,0.3729057911406142,3.2030219104418682,32030.21910441868,3.8108889826601864,10000.0
3123,0.3463698066339155,3.2073892751380533,32073.89275138054,3.8121114677619725,9999.999999999998
3124,0.3198184154453836,3.21176581548052,32117.658154805205,3.8133339113902958,10000.0
3125,0.2932516175750186,3.2161515314692672,32161.51531469267,3.8145563135451552,9999.999999999998
3126,0.26666941302281977,3.220546423104295,32205.464231042948,3.8157786742265505,10000.0
3127,0.24007180178878795,3.2249504903856034,32249.504903856032,3.8170009934344824,10000.0
3128,0.2134587838729225,3.229363733313192,32293.63733313192,3.8182232711689505,10000.0
3129,0.18683035927522385,3.233786151887061,32337.86151887061,3.819445507429955,10000.0
3130,0.160186527995692,3.238217746107211,32382.17746107211,3.8206677022174955,10000.000000000002
3131,0.13352729003432662,3.2426585159736403,32426.5851597364,3.821889855531572,10000.0
3132,0.10685264539112815,3.2471084614863512,32471.08461486352,3.823111967372185,10000.0
3133,0.08016259406609616,3.2515675826453427,32515.67582645343,3.8243340377393347,10000.0
3134,0.05345713605923086,3.2560358794506143,32560.358794506148,3.8255560666330206,10000.0
3135,0.026736271370532028,3.2605133519021665,32605.13351902167,3.8267780540532415,10000.0
3136,0.0,3.265,32650.0,3.828,10000.0
3137,-0.026751678052365002,3.269495823744114,32694.958237441133,3.829221904473295,10000.0
3138,-0.053518762786563756,3.2740008231345072,32740.00823134507,3.8304437674731244,9999.999999999998
3139,-0.08030125420259582,3.2785149981711816,32785.14998171182,3.831665588999492,10000.0
3140,-0.10709915230046108,3.2830383488541366,32830.38348854137,3.832887369052395,9999.999999999998
3141,-0.13391245708015986,3.287570875183372,32875.70875183373,3.8341091076318343,10000.0
3142,-0.16074116854169185,3.2921125771588886,32921.125771588886,3.8353308047378105,10000.000000000002
3143,-0.18758528668505692,3.2966634547806852,32966.634547806854,3.836552460370322,10000.0
3144,-0.21444481151025563,3.301223508048762,33012.23508048762,3.83777407452937,10000.0
3145,-0.24131974301728776,3.30579273696312,33057.9273696312,3.8389956472149542,10000.0
3146,-0.2682100812061531,3.3103711415237584,33103.71141523759,3.840217178427075,10000.0
3147,-0.29511582607685183,3.3149587217306773,33149.58721730678,3.8414386681657327,10000.0
3148,-0.32203697762938377,3.3195554775838767,33195.55477583877,3.8426601164309258,10000.0
3149,-0.348973535863749,3.324161409083356,33241.614090833566,3.8438815232226546,10000.0
3150,-0.3759255007799478,3.3287765162291167,33287.765162291165,3.84510288854092,10000.0
3151,-0.4028928723779799,3.333400799021158,33334.00799021158,3.846324212385722,10000.0
3152,-0.4298756506578454,3.3380342574594795,33380.3425745948,3.8475454947570604,10000.0
3153,-0.456873835619544,3.342676891544081,33426.768915440814,3.8487667356549347,10000.0
3154,-0.48388742726307593,3.3473287012749635,33473.287012749635,3.849987935079345,10000.0
3155,-0.5109164255884414,3.351989686652127,33519.896866521274,3.851209093030293,10000.000000000002
3156,-0.53796083059564,3.3566598476755702,33566.5984767557,3.8524302095077756,10000.0
3157,-0.565020642284672,3.361339184345294,33613.39184345294,3.8536512845117947,10000.0
3158,-0.5920958606555373,3.3660276966612983,33660.27696661298,3.85487231804235,10000.0
3159,-0.6191864857082363,3.370725384623584,33707.25384623584,3.8560933100994426,10000.0
3160,-0.6462925174427683,3.37543224823215,33754.3224823215,3.8573142606830704,10000.0
3161,-0.6734139558591338,3.380148287486996,33801.482874869966,3.8585351697932353,10000.0
3162,-0.7005508009573325,3.384873502388123,33848.73502388123,3.8597560374299364,10000.0
3163,-0.7277030527373644,3.38960789293553,33896.0789293553,3.860976863593173,10000.0
3164,-0.7548707111992298,3.3943514591292185,33943.51459129218,3.862197648282946,10000.0
3165,-0.7820537763429285,3.399104200969186,33991.04200969187,3.8634183914992555,9999.999999999998
3166,-0.8092522481684606,3.4038661184554355,34038.66118455435,3.8646390932421015,10000.0
3167,-0.8364661266758263,3.4086372115879655,34086.372115879654,3.865859753511484,10000.0
3168,-0.8636954118650249,3.4134174803667747,34134.17480366775,3.8670803723074023,10000.0
3169,-0.8909401037360567,3.418206924791866,34182.069247918655,3.868300949629856,10000.0
3170,-0.9182002022889225,3.4230055448632375,34230.055448632374,3.869521485478848,10000.000000000002
3171,-0.9454757075236212,3.4278133405808884,34278.13340580888,3.8707419798543743,10000.0
3172,-0.9727666194401534,3.4326303119448207,34326.3031194482,3.8719624327564377,10000.000000000002
3173,-1.0000729380385187,3.437456458955033,34374.56458955033,3.8731828441850373,10000.0
3174,-1.0273946633187174,3.4422917816115266,34422.91781611527,3.8744032141401723,10000.0
3175,-1.0547317952807493,3.4471362799143,34471.36279914301,3.8756235426218453,10000.0
3176,-1.0820843339246147,3.4519899538633547,34519.899538633545,3.8768438296300536,10000.0
3177,-1.1094522792503136,3.4568528034586894,34568.52803458689,3.8780640751647977,10000.0
3178,-1.136835631257846,3.461724828700305,34617.24828700305,3.879284279226079,10000.000000000002
3179,-1.164234389947211,3.4666060295882,34666.060295881995,3.880504441813895,9999.999999999998
3180,-1.1916485553184097,3.4714964061223768,34714.96406122377,3.881724562928249,10000.0
3181,-1.2190781273714424,3.4763959583028337,34763.95958302834,3.8829446425691385,10000.0
3182,-1.2465231061063078,3.4813046861295716,34813.04686129572,3.884164680736565,10000.000000000002
3183,-1.2739834915230066,3.4862225896025896,34862.22589602589,3.885384677430526,10000.0
3184,-1.3014592836215384,3.491149668721888,34911.49668721888,3.8866046326510246,10000.0
3185,-1.3289504824019038,3.496085923487467,34960.859234874675,3.887824546398059,10000.0
3186,-1.356457087864103,3.501031353899326,35010.31353899327,3.8890444186716304,10000.0
3187,-1.3839791000081347,3.5059859599574668,35059.85959957467,3.8902642494717377,10000.0
3188,-1.4115165188340002,3.510949741661887,35109.49741661888,3.8914840387983802,10000.0
3189,-1.439069344341699,3.5159226990125885,35159.226990125884,3.89270378665156,9999.999999999998
3190,-1.4666375765312314,3.52090483200957,35209.0483200957,3.893923493031276,10000.0
3191,-1.4942212154025967,3.525896140652833,35258.96140652833,3.895143157937529,10000.0
3192,-1.5218202609557956,3.5308966249423763,35308.966249423764,3.896362781370317,10000.000000000002
3193,-1.549434713190828,3.535906284878199,35359.06284878199,3.897582363329642,10000.000000000002
3194,-1.577064572107693,3.5409251204603027,35409.25120460303,3.8988019038155017,10000.0
3195,-1.6047098377063924,3.5459531316886874,35459.531316886874,3.9000214028278997,10000.0
3196,-1.6323705099869243,3.550990318563353,35509.903185633535,3.901240860366833,10000.000000000002
3197,-1.6600465889492901,3.556036681084298,35560.366810842985,3.9024602764323024,10000.0
3198,-1.6877380745934887,3.561092219251524,35610.922192515245,3.9036796510243086,10000.0
3199,-1.7154449669195209,3.566156933065031,35661.56933065031,3.904898984142851,10000.0
3200,-1.7431672659273862,3.5712308225248175,35712.308225248176,3.9061182757879287,10000.0
3201,-1.770904971617085,3.576313887630885,35763.13887630885,3.9073375259595435,10000.0
3202,-1.7986580839886177,3.5814061283832337,35814.06128383234,3.9085567346576946,10000.0
3203,-1.8264266030419833,3.5865075447818624,35865.07544781863,3.909775901882382,10000.0
3204,-1.8542105287771817,3.5916181368267712,35916.18136826772,3.9109950276336045,10000.0
3205,-1.8820098611942138,3.596737904517961,35967.37904517961,3.9122141119113643,9999.999999999998
3206,-1.9098246002930797,3.6018668478554314,36018.66847855432,3.913433154715661,10000.0
3207,-1.9376547460737785,3.607004966839183,36070.04966839183,3.9146521560464933,10000.0
3208,-1.9655002985363106,3.6121522614692143,36121.52261469214,3.9158711159038617,10000.0
3209,-1.9933612576806765,3.617308731745526,36173.08731745526,3.9170900342877664,10000.0
3210,-2.021237623506875,3.6224743776681185,36224.743776681185,3.9183089111982072,10000.0
3211,-2.0491293960149077,3.6276491992369913,36276.49199236992,3.9195277466351843,10000.0
3212,-2.077036575204773,3.6328331964521445,36328.33196452145,3.920746540598697,10000.0
3213,-2.104959161076472,3.6380263693135793,36380.2636931358,3.921965293088748,10000.000000000002
3214,-2.132897153630004,3.6432287178212936,36432.28717821294,3.923184004105334,10000.000000000002
3215,-2.1608505528653694,3.6484402419752886,36484.402419752885,3.924402673648456,10000.0
3216,-2.1888193587825686,3.6536609417755646,36536.60941775565,3.9256213017181145,10000.0
3217,-2.216803571381601,3.6588908172221206,36588.908172221214,3.9268398883143094,10000.0
3218,-2.244803190662467,3.6641298683149577,36641.29868314958,3.92805843343704,10000.0
3219,-2.2728182166251654,3.6693780950540744,36693.78095054075,3.929276937086308,10000.0
3220,-2.300848649269698,3.674635497439472,36746.35497439472,3.930495399262111,10000.0
3221,-2.328894488596063,3.6799020754711504,36799.02075471151,3.9317138199644504,10000.0
3222,-2.356955734604262,3.6851778291491097,36851.7782914911,3.932932199193327,10000.000000000002
3223,-2.3850323872942947,3.690462758473349,36904.62758473349,3.9341505369487386,10000.0
3224,-2.4131244466661603,3.6957568634438696,36957.5686344387,3.935368833230688,10000.000000000002
3225,-2.4412327100165645,3.701061047994112,37010.610479941126,3.93658709981417,10000.0
3226,-2.469361961125743,3.706380735724735,37063.80735724735,3.937805407349172,10000.000000000002
3227,-2.4975129972904013,3.71171683056918,37117.168305691805,3.9390237676106903,10000.000000000002
3228,-2.525685818510539,3.7170693325274464,37170.693325274464,3.9402421805987244,10000.000000000002
3229,-2.553880424786156,3.7224382415995354,37224.38241599535,3.941460646313275,10000.0
3230,-2.5820968161172524,3.7278235577854466,37278.235577854466,3.9426791647543435,10000.000000000002
3231,-2.6103349925038293,3.7332252810851805,37332.25281085181,3.943897735921929,10000.0
3232,-2.638594953945885,3.7386434114987357,37386.43411498736,3.94511635981603,10000.0
3233,-2.66687670044342,3.7440779490261127,37440.77949026113,3.946335036436648,10000.000000000002
3234,-2.6951802319964346,3.7495288936673123,37495.288936673125,3.9475537657837823,10000.0
3235,-2.7235055486049293,3.7549962454223342,37549.96245422335,3.9487725478574336,10000.0
3236,-2.751852650268904,3.760480004291178,37604.80004291178,3.9499913826576014,10000.0
3237,-2.780221536988358,3.7659801702738442,37659.80170273845,3.9512102701842866,10000.000000000002
3238,-2.8086122087632894,3.7714967433703324,37714.96743370332,3.9524292104374865,10000.000000000002
3239,-2.837024665593703,3.777029723580642,37770.29723580642,3.9536482034172042,10000.000000000002
3240,-2.865458907479595,3.782579110904775,37825.79110904775,3.954867249123439,10000.0
3241,-2.893914934420967,3.788144905342729,37881.4490534273,3.95608634755619,10000.000000000002
3242,-2.9223927464178177,3.7937271068945058,37937.27106894506,3.9573054987154572,10000.0
3243,-2.950892343470149,3.799325715560104,37993.25715560105,3.9585247026012422,10000.000000000002
3244,-2.979413725577959,3.8049407313395256,38049.40731339526,3.9597439592135433,10000.000000000002
3245,-3.00795689274125,3.810572154232769,38105.72154232769,3.960963268552361,10000.0
3246,-3.0365218449600193,3.8162199842398334,38162.199842398346,3.9621826306176953,10000.000000000002
3247,-3.0651085822342687,3.8218842213607216,38218.84221360722,3.9634020454095467,10000.000000000002
3248,-3.0937171045639964,3.82756486559543,38275.648655954305,3.964621512927913,10000.0
3249,-3.122347411949205,3.8332619169439615,38332.61916943962,3.965841033172797,10000.0
3250,-3.150999504389893,3.8389753754063163,38389.75375406316,3.967060606144199,10000.000000000002
3251,-3.1796733818860607,3.8447052409824916,38447.052409824915,3.968280231842116,10000.000000000002
3252,-3.208369044437707,3.850451513672489,38504.51513672489,3.96949991026655,10000.000000000002
3253,-3.2370864920448335,3.85621419347631,38562.141934763094,3.9707196414175012,10000.000000000002
3254,-3.265825724707439,3.861993280393951,38619.93280393952,3.971939425294968,10000.000000000002
3255,-3.2945867424255244,3.867788774425416,38677.88774425416,3.973159261898952,10000.0
3256,-3.3233695451990903,3.873600675570702,38736.00675570702,3.974379151229453,10000.000000000002
3257,-3.3521741330281345,3.8794289838298104,38794.28983829811,3.97559909328647,10000.0
3258,-3.3810005059126587,3.885273699202741,38852.73699202741,3.976819088070004,10000.0
3259,-3.4098486638526624,3.8911348216894943,38911.34821689494,3.978039135580055,10000.000000000002
3260,-3.438718606848146,3.8970123512900687,38970.1235129007,3.979259235816622,10000.000000000002
3261,-3.4676103348991085,3.9029062880044654,39029.06288004466,3.980479388779705,10000.0
3262,-3.496523848005551,3.908816631832685,39088.16631832686,3.9816995944693065,10000.000000000002
3263,-3.525459146167473,3.914743382774726,39147.43382774726,3.982919852885423,10000.000000000002
3264,-3.5544162293848744,3.9206865408305895,39206.8654083059,3.9841401640280574,10000.000000000002
3265,-3.5833950976577555,3.926646106000275,39266.46106000275,3.9853605278972077,10000.0
3266,-3.612395750986116,3.9326220782837824,39326.22078283783,3.9865809444928746,10000.0
3267,-3.641418189369957,3.9386144576811124,39386.14457681113,3.987801413815059,10000.000000000002
3268,-3.670462412809276,3.9446232441922646,39446.23244192265,3.989021935863759,10000.000000000002
3269,-3.6995284213040756,3.950648437817238,39506.4843781724,3.9902425106389763,10000.000000000002
3270,-3.728616214854354,3.956690038556034,39566.90038556035,3.9914631381407095,10000.000000000002
3271,-3.7577257934601125,3.9627480464086524,39627.480464086526,3.9926838183689597,10000.0
3272,-3.7868571571213505,3.968822461375093,39688.224613750936,3.993904551323727,10000.0
3273,-3.8160103058380677,3.974913283455356,39749.13283455356,3.9951253370050104,10000.000000000002
3274,-3.845185239610265,3.981020512649441,39810.20512649441,3.9963461754128113,10000.000000000002
3275,-3.8743819584379415,3.9871441489573476,39871.44148957348,3.997567066547128,10000.0
3276,-3.903600462321098,3.9932841923790767,39932.841923790766,3.9987880104079614,10000.000000000002
3277,-3.932840751259733,3.9994406429146268,39994.40642914627,4.000009006995311,10000.0
3278,-3.962102825253848,4.0056135005639995,40056.135005640004,4.001230056309177,10000.0
3279,-3.9913866843034436,4.011802765327196,40118.027653271965,4.002451158349562,10000.000000000002
3280,-4.020692328408518,4.018008437204213,40180.08437204213,4.0036723131164615,10000.0
3281,-4.050019757569071,4.024230516195053,40242.305161950535,4.004893520609879,10000.000000000002
3282,-4.079368971785105,4.030469002299714,40304.69002299715,4.006114780829812,10000.000000000004
3283,-4.108739971056618,4.036723895518198,40367.23895518198,4.007336093776261,10000.000000000002
3284,-4.1381327553836105,4.042995195850504,40429.951958505044,4.008557459449229,10000.000000000002
3285,-4.167547324766082,4.049282903296632,40492.82903296632,4.009778877848711,10000.0
3286,-4.196983679204035,4.055587017856582,40555.87017856583,4.0110003489747115,10000.0
3287,-4.226441818697465,4.061907539530354,40619.07539530355,4.012221872827228,10000.0
3288,-4.255921743246376,4.068244468317949,40682.44468317949,4.013443449406261,10000.000000000002
3289,-4.285423452850766,4.074597804219365,40745.97804219366,4.014665078711811,10000.0
3290,-4.314946947510636,4.0809675472346045,40809.67547234605,4.015886760743878,10000.000000000002
3291,-4.344492227225985,4.087353697363665,40873.53697363665,4.017108495502461,10000.000000000002
3292,-4.374059291996815,4.093756254606547,40937.562546065485,4.01833028298756,10000.000000000002
3293,-4.403648141823123,4.100175218963252,41001.752189632534,4.019552123199176,10000.0
3294,-4.4332587767049105,4.106610590433779,41066.1059043378,4.02077401613731,10000.0
3295,-4.462891196642179,4.113062369018129,41130.623690181295,4.021995961801959,10000.0
3296,-4.492545401634926,4.119530554716301,41195.30554716301,4.023217960193126,10000.0
3297,-4.522221391683153,4.126015147528295,41260.15147528295,4.024440011310809,10000.000000000002
3298,-4.55191916678686,4.13251614745411,41325.161474541106,4.025662115155009,10000.0
3299,-4.5816387269460455,4.139033554493748,41390.33554493748,4.0268842717257245,10000.0
3300,-4.611380072160711,4.145567368647208,41455.67368647208,4.028106481022958,10000.000000000002
3301,-4.641143202430855,4.152117589914489,41521.1758991449,4.029328743046707,10000.000000000002
3302,-4.670928117756479,4.158684218295593,41586.84218295594,4.030551057796973,10000.0
3303,-4.700734818137583,4.165267253790519,41652.6725379052,4.031773425273756,10000.0
3304,-4.730563303574168,4.1718666963992685,41718.666963992684,4.032995845477056,10000.000000000002
3305,-4.760413574066231,4.178482546121839,41784.825461218396,4.0342183184068725,10000.000000000002
3306,-4.7902856296137735,4.185114802958232,41851.14802958233,4.035440844063205,10000.000000000002
3307,-4.820179470216796,4.191763466908447,41917.63466908447,4.036663422446054,10000.0
3308,-4.8500950958752975,4.198428537972483,41984.28537972484,4.03788605355542,10000.000000000002
3309,-4.880032506589279,4.205110016150343,42051.10016150343,4.039108737391303,10000.000000000002
3310,-4.90999170235874,4.211807901442024,42118.07901442024,4.040331473953701,10000.000000000004
3311,-4.939972683183679,4.218522193847527,42185.22193847527,4.041554263242618,10000.0
3312,-4.9699754490641,4.225252893366853,42252.52893366853,4.04277710525805,10000.000000000002
3313,-5.0,4.232,42320.0,4.044,10000.0
3314,-5.030046335991379,4.23876351374697,42387.6351374697,4.045222947468465,10000.000000000002
3315,-5.060114457038237,4.245543434607761,42455.434346077614,4.046445947663448,10000.000000000002
3316,-5.090204363140575,4.252339762582375,42523.39762582376,4.047669000584947,10000.000000000002
3317,-5.120316054298393,4.2591524976708115,42591.52497670811,4.048892106232963,10000.0
3318,-5.1504495305116915,4.265981639873069,42659.8163987307,4.050115264607496,10000.0
3319,-5.180604791780468,4.27282718918915,42728.271891891505,4.051338475708545,10000.000000000002
3320,-5.210781838104724,4.279689145619052,42796.891456190526,4.05256173953611,10000.0
3321,-5.24098066948446,4.2865675091627775,42865.67509162778,4.0537850560901925,10000.000000000002
3322,-5.271201285919676,4.293462279820323,42934.62279820324,4.055008425370792,10000.000000000002
3323,-5.301443687410371,4.300373457591693,43003.73457591693,4.056231847377907,10000.000000000002
3324,-5.331707873956545,4.307301042476883,43073.01042476884,4.057455322111539,10000.0
3325,-5.3619938455581995,4.314245034475897,43142.45034475897,4.058678849571688,10000.000000000002
3326,-5.392301602215333,4.321205433588732,43212.054335887326,4.059902429758354,10000.0
3327,-5.422631143927948,4.328182239815389,43281.8223981539,4.061126062671536,10000.000000000002
3328,-5.452982470696039,4.335175453155868,43351.75453155869,4.0623497483112345,10000.0
3329,-5.4833555825196125,4.34218507361017,43421.850736101704,4.06357348667745,10000.0
3330,-5.513750479398665,4.349211101178295,43492.11101178295,4.064797277770183,10000.000000000004
3331,-5.5441671613331955,4.3562535358602394,43562.5353586024,4.066021121589431,10000.000000000002
3332,-5.574605628323207,4.363312377656008,43633.12377656008,4.067245018135197,10000.000000000002
3333,-5.605065880368697,4.370387626565598,43703.87626565598,4.068468967407479,10000.0
3334,-5.635547917469667,4.37747928258901,43774.7928258901,4.069692969406278,10000.0
3335,-5.666051739626117,4.384587345726244,43845.873457262445,4.070917024131592,10000.0
3336,-5.696577346838046,4.391711815977301,43917.11815977301,4.072141131583425,10000.0
3337,-5.727124739105456,4.39885269334218,43988.5269334218,4.073365291761774,10000.000000000002
3338,-5.757693916428344,4.406009977820879,44060.09977820881,4.074589504666639,10000.0
3339,-5.788284878806713,4.413183669413404,44131.83669413404,4.075813770298021,10000.000000000002
3340,-5.81889762624056,4.420373768119748,44203.73768119748,4.077038088655919,10000.0
3341,-5.849532158729886,4.427580273939915,44275.80273939915,4.078262459740334,10000.0
3342,-5.880188476274693,4.434803186873905,44348.031868739046,4.079486883551267,10000.000000000002
3343,-5.910866578874979,4.442042506921715,44420.425069217155,4.080711360088715,10000.0
3344,-5.9415664665307455,4.449298234083349,44492.98234083349,4.08193588935268,10000.000000000004
3345,-5.972288139241989,4.456570368358805,44565.70368358804,4.083160471343161,10000.000000000002
3346,-6.0030315970087145,4.463858909748081,44638.58909748082,4.08438510606016,10000.0
3347,-6.03379683983092,4.471163858251183,44711.63858251183,4.085609793503675,10000.000000000002
3348,-6.064583867708603,4.478485213868104,44784.852138681046,4.0868345336737075,10000.0
3349,-6.095392680641767,4.485822976598849,44858.229765988486,4.088059326570256,10000.000000000002
3350,-6.126223278630409,4.493177146443414,44931.77146443415,4.08928417219332,10000.0
3351,-6.157075661674533,4.5005477234018025,45005.47723401803,4.090509070542902,10000.0
3352,-6.187949829774135,4.507934707474013,45079.34707474014,4.091734021619001,10000.0
3353,-6.2188457829292165,4.515338098660046,45153.38098660046,4.0929590254216155,10000.0
3354,-6.249763521139778,4.5227578969599005,45227.57896959901,4.094184081950747,10000.000000000002
3355,-6.2807030444058185,4.530194102373577,45301.94102373577,4.095409191206395,10000.0
3356,-6.311664352727338,4.537646714901077,45376.46714901077,4.096634353188559,10000.0
3357,-6.342647446104339,4.545115734542398,45451.15734542398,4.097859567897241,10000.000000000002
3358,-6.373652324536819,4.552601161297541,45526.01161297541,4.099084835332439,10000.000000000002
3359,-6.404678988024777,4.560102995166506,45601.029951665056,4.100310155494154,10000.0
3360,-6.435727436568214,4.567621236149294,45676.21236149294,4.101535528382385,10000.0
3361,-6.466797670167133,4.575155884245903,45751.55884245903,4.102760953997133,10000.0
3362,-6.497889688821533,4.582706939456336,45827.06939456336,4.103986432338399,10000.000000000002
3363,-6.529003492531409,4.590274401780588,45902.74401780589,4.105211963406179,10000.000000000002
3364,-6.560139081296765,4.597858271218665,45978.582712186646,4.106437547200477,10000.000000000002
3365,-6.591296455117602,4.605458547770564,46054.58547770564,4.107663183721292,10000.000000000004
3366,-6.622475613993917,4.613075231436283,46130.75231436283,4.108888872968623,10000.0
3367,-6.6536765579257136,4.620708322215826,46207.08322215825,4.1101146149424705,10000.000000000002
3368,-6.684899286912987,4.62835782010919,46283.57820109191,4.111340409642835,10000.0
3369,-6.716143800955743,4.636023725116377,46360.237251163766,4.112566257069716,10000.000000000002
3370,-6.747410100053976,4.6437060372373855,46437.06037237385,4.113792157223114,10000.0
3371,-6.778698184207691,4.651404756472217,46514.047564722176,4.115018110103029,10000.000000000002
3372,-6.810008053416883,4.659119882820869,46591.1988282087,4.11624411570946,10000.0
3373,-6.841339707681556,4.666851416283344,46668.514162833446,4.117470174042408,10000.0
3374,-6.872693147001708,4.674599356859641,46745.993568596416,4.118696285101871,10000.0
3375,-6.904068371377341,4.682363704549761,46823.63704549761,4.119922448887854,10000.000000000002
3376,-6.935465380808452,4.690144459353703,46901.44459353703,4.121148665400351,10000.000000000002
3377,-6.966884175295043,4.697941621271466,46979.41621271466,4.122374934639365,10000.0
3378,-6.998324754837114,4.705755190303052,47057.55190303052,4.123601256604896,10000.0
3379,-7.029787119434664,4.713585166448459,47135.851664484595,4.1248276312969425,10000.0
3380,-7.061271269087694,4.72143154970769,47214.315497076896,4.126054058715507,10000.000000000002
3381,-7.092777203796201,4.729294340080742,47292.94340080742,4.127280538860589,10000.0
3382,-7.1243049235601905,4.737173537567616,47371.73537567616,4.1285070717321855,10000.0
3383,-7.155854428379659,4.745069142168312,47450.69142168312,4.129733657330299,10000.0
3384,-7.187425718254607,4.752981153882831,47529.811538828304,4.13096029565493,10000.0
3385,-7.219018793185034,4.760909572711171,47609.095727111715,4.132186986706078,10000.0
3386,-7.250633653170941,4.7688543986533345,47688.54398653335,4.133413730483742,10000.0
3387,-7.282270298212328,4.7768156317093196,47768.15631709319,4.134640526987923,10000.000000000002
3388,-7.313928728309193,4.784793271879126,47847.93271879126,4.13586737621862,10000.0
3389,-7.345608943461539,4.792787319162755,47927.87319162755,4.137094278175834,10000.0
3390,-7.377310943669364,4.800797773560206,48007.977735602064,4.138321232859564,10000.0
3391,-7.409034728932669,4.808824635071479,48088.2463507148,4.139548240269812,10000.0
3392,-7.440788417309408,4.816875715966359,48168.75715966358,4.140775231821982,10000.0
3393,-7.472580126857537,4.824958828514627,48249.588285146274,4.142002138931482,10000.000000000002
3394,-7.504409857577055,4.833073972716285,48330.73972716286,4.143228961598313,10000.000000000002
3395,-7.53627760946796,4.841221148571332,48412.21148571331,4.144455699822472,10000.000000000002
3396,-7.568183382530256,4.8494003560797685,48494.00356079768,4.14568235360396,10000.0
3397,-7.600127176763941,4.857611595241593,48576.11595241593,4.146908922942779,10000.0
3398,-7.632108992169016,4.865854866056808,48658.548660568085,4.148135407838928,10000.0
3399,-7.664128828745478,4.874130168525412,48741.301685254126,4.149361808292405,10000.000000000002
3400,-7.696186686493332,4.882437502647406,48824.37502647406,4.150588124303213,10000.000000000002
3401,-7.728282565412573,4.890776868422789,48907.76868422788,4.151814355871351,10000.000000000004
3402,-7.760416465503203,4.899148265851559,48991.4826585156,4.153040502996816,10000.000000000002
3403,-7.792588386765223,4.90755169493372,49075.5169493372,4.154266565679612,10000.0
3404,-7.824798329198634,4.915987155669271,49159.87155669271,4.155492543919739,10000.000000000002
3405,-7.85704629280343,4.924454648058209,49244.546480582096,4.156718437717194,10000.000000000002
3406,-7.8893322775796175,4.932954172100538,49329.54172100538,4.157944247071979,10000.0
3407,-7.921656283527196,4.941485727796258,49414.857277962576,4.159169971984095,10000.000000000004
3408,-7.954018310646161,4.950049315145364,49500.49315145364,4.16039561245354,10000.000000000002
3409,-7.986418358936516,4.95864493414786,49586.449341478605,4.161621168480313,10000.0
3410,-8.018856428398259,4.967272584803745,49672.72584803745,4.162846640064417,10000.0
3411,-8.051332519031392,4.975932267113021,49759.32267113021,4.164072027205851,10000.0
3412,-8.083846630835916,4.9846239810756865,49846.239810756866,4.1652973299046145,10000.000000000002
3413,-8.116398763811828,4.99334772669174,49933.4772669174,4.166522548160707,10000.000000000002
3414,-8.148988917959128,5.002103503961182,50021.035039611816,4.167747681974129,10000.0
3415,-8.181617093277818,5.010891312884015,50108.91312884014,4.168972731344882,10000.000000000002
3416,-8.214283289767899,5.019711153460235,50197.11153460235,4.170197696272963,10000.000000000002
3417,-8.246987507429365,5.028563025689846,50285.630256898454,4.171422576758373,10000.0
3418,-8.279729746262225,5.037446929572846,50374.469295728464,4.172647372801115,10000.000000000002
3419,-8.312510006266468,5.046362865109234,50463.628651092346,4.173872084401185,10000.0
3420,-8.345328287442104,5.055310832299013,50553.10832299013,4.175096711558585,10000.0
3421,-8.378184589789132,5.0642908311421815,50642.908311421816,4.176321254273316,10000.000000000002
3422,-8.411078913307545,5.073302861638737,50733.02861638737,4.177545712545374,10000.0
3423,-8.444011257997348,5.082346923788684,50823.46923788684,4.178770086374764,10000.0
3424,-8.47698162385854,5.091423017592019,50914.230175920195,4.179994375761483,10000.000000000002
3425,-8.509990010891123,5.100531143048744,51005.31143048745,4.181218580705531,10000.0
3426,-8.543036419095094,5.109671300158858,51096.71300158858,4.182442701206909,10000.0
3427,-8.576120848470454,5.118843488922362,51188.43488922361,4.183666737265618,10000.000000000002
3428,-8.609243299017203,5.128047709339253,51280.47709339253,4.184890688881654,10000.0
3429,-8.64240377073534,5.137283961409536,51372.839614095356,4.186114556055021,10000.0
3430,-8.675602263624869,5.146552245133207,51465.522451332065,4.187338338785718,10000.0
3431,-8.708838777685786,5.155852560510266,51558.52560510267,4.188562037073744,10000.000000000002
3432,-8.742113312918091,5.165184907540716,51651.84907540715,4.1897856509191,10000.0
3433,-8.775425869321786,5.174549286224555,51745.49286224554,4.191009180321785,10000.0
3434,-8.808776446896871,5.183945696561783,51839.45696561783,4.1922326252818,10000.0
3435,-8.842165045643345,5.1933741385524,51933.74138552401,4.193455985799146,10000.0
3436,-8.875591665561208,5.2028346121964075,52028.346121964074,4.19467926187382,10000.0
3437,-8.90905630665046,5.212327117493803,52123.27117493803,4.195902453505824,10000.000000000002
3438,-8.9425589689111,5.221851654444588,52218.51654444588,4.197125560695158,10000.000000000002
3439,-8.97609965234313,5.231408223048763,52314.08223048762,4.19834858344182,10000.0
3440,-9.009678356946552,5.240996823306326,52409.968233063264,4.199571521745814,10000.000000000002
3441,-9.043295082721357,5.250617455217279,52506.17455217279,4.200794375607136,10000.0
3442,-9.076949829667555,5.26027011878162,52602.7011878162,4.202017145025788,10000.0
